Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
501,Adam Larsson\larssad01,29,SEA,D,60,4,13,17,-19,34,2.0,4,0,0,2,12,1,0,78,5.1,1314,21:54,105,130,0,0,
502,Jacob Larsson\larssja01,24,ANA,D,6,0,1,1,-3,2,0.0,0,0,0,0,1,0,0,5,0.0,92,15:16,5,1,0,0,
503,Johan Larsson\larssjo02,29,ARI,LW,29,6,9,15,-3,30,1.0,5,1,0,1,8,1,0,30,20.0,518,17:52,21,53,194,223,46.5
504,Scott Laughton\laughsc01,27,PHI,C,54,11,17,28,-6,27,2.3,9,0,2,1,16,1,0,94,11.7,889,16:28,44,114,317,316,50.1
505,Jeremy Lauzon\lauzoje01,24,SEA,D,50,1,5,6,-11,65,0.8,1,0,0,0,5,0,0,49,2.0,885,17:42,44,168,0,0,
506,Curtis Lazar\lazarcu01,26,BOS,C,47,6,7,13,2,10,1.1,6,0,0,0,6,0,1,59,10.2,560,11:54,35,117,87,101,46.3
507,Brett Leason\leasobr01,22,WSH,RW,35,3,3,6,1,4,0.4,3,0,0,0,3,0,0,45,6.7,316,9:02,14,15,3,5,37.5
508,Nick Leddy\leddyni01,30,DET,D,53,1,14,15,-31,16,0.2,1,0,0,0,10,4,0,51,2.0,1137,21:28,47,29,0,0,
509,Anders Lee\leean01,31,NYI,LW,49,20,7,27,-6,18,3.3,14,6,0,2,6,1,0,107,18.7,813,16:36,16,62,62,64,49.2
510,Artturi Lehkonen\lehkoar01,26,MTL,LW,54,13,15,28,2,12,2.9,10,1,2,1,15,0,0,103,12.6,789,14:37,22,58,7,12,36.8
511,Josh Leivo\leivojo01,28,CAR,LW,7,1,2,3,1,2,0.3,1,0,0,0,2,0,0,10,10.0,65,9:14,1,4,0,0,
512,Brendan Lemieux\lemiebr01,25,LAK,LW,44,8,3,11,5,86,1.3,8,0,0,2,3,0,0,63,12.7,485,11:01,15,108,11,12,47.8
513,John Leonard\leonajo01,23,SJS,LW,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,9,0.0,53,10:37,1,3,0,0,
514,Jake Leschyshyn\leschja01,22,VEG,C,25,1,3,4,-1,6,0.0,1,0,0,0,3,0,0,21,4.8,289,11:33,16,23,75,100,42.9
515,Kris Letang\letankr01,34,PIT,D,55,6,44,50,19,37,8.3,5,1,0,2,27,17,0,158,3.8,1422,25:51,96,125,0,0,
516,Vinni Lettieri\lettivi01,26,ANA,C,18,5,3,8,-3,2,0.8,3,2,0,0,0,3,0,32,15.6,236,13:07,10,27,4,1,80.0
517,Tyler Lewington\lewinty01,27,BOS,D,2,0,0,0,-1,7,0.0,0,0,0,0,0,0,0,2,0.0,25,12:27,2,1,0,0,
518,Trevor Lewis\lewistr01,35,CGY,C,57,4,9,13,-3,8,0.3,3,0,1,0,8,1,0,77,5.2,726,12:44,30,128,47,61,43.5
519,Timothy Liljegren\liljeti01,22,TOR,D,41,1,14,15,7,10,2.4,1,0,0,0,14,0,0,54,1.9,663,16:10,39,42,0,0,
520,Kole Lind\lindko01,23,SEA,RW,5,0,2,2,0,4,0.1,0,0,0,0,2,0,0,5,0.0,44,8:48,1,4,1,4,20.0
521,Oskar Lindblom\lindbos01,25,PHI,LW,56,10,11,21,-1,22,1.8,10,0,0,1,10,1,0,100,10.0,802,14:19,38,60,6,10,37.5
522,Petteri Lindbohm\lindbpe02,28,FLA,D,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,12,12:14,2,3,0,0,
523,Esa Lindell\lindees01,27,DAL,D,56,3,15,18,0,6,3.7,2,0,1,0,11,3,1,106,2.8,1253,22:23,113,88,0,1,0.0
524,Ryan Lindgren\lindgry01,23,NYR,D,55,4,7,11,14,34,4.0,4,0,0,1,7,0,0,49,8.2,1120,20:22,116,96,0,0,
525,Elias Lindholm\lindhel01,27,CGY,C,57,29,32,61,45,12,8.5,21,7,1,6,23,8,1,162,17.9,1144,20:04,33,45,575,504,53.3
526,Hampus Lindholm\lindhha01,28,ANA,D,58,5,16,21,-1,42,4.2,4,1,0,1,12,3,1,113,4.4,1311,22:37,75,54,0,0,
527,Gustav Lindstrom\lindsgu01,23,DET,D,44,1,10,11,-9,12,1.1,1,0,0,0,10,0,0,36,2.8,715,16:15,58,36,0,0,
528,Blake Lizotte\lizotbl01,24,LAK,C,53,8,9,17,13,26,2.0,7,0,1,1,8,0,1,67,11.9,632,11:56,9,54,243,207,54.0
529,Jon Lizotte\lizotjo01,27,MIN,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,15,14:43,4,3,0,0,
530,Ryan Lomberg\lombery01,27,FLA,LW,41,5,7,12,6,63,0.8,5,0,0,1,6,0,1,72,6.9,470,11:28,6,97,1,5,16.7
531,Steven Lorentz\lorenst01,25,CAR,C,52,6,4,10,-1,8,0.6,6,0,0,1,4,0,0,60,10.0,581,11:10,9,54,43,46,48.3
532,Adam Lowry\lowryad01,28,WPG,LW,59,8,7,15,4,42,0.9,6,0,2,0,3,2,2,79,10.1,910,15:25,28,170,409,359,53.3
533,Milan Lucic\lucicmi01,33,CGY,LW,57,9,9,18,-4,64,1.3,7,2,0,0,8,1,0,66,13.6,726,12:45,19,141,8,8,50.0
534,Matt Luff\luffma01,24,NSH,RW,15,3,3,6,4,2,0.8,3,0,0,1,3,0,0,16,18.8,137,9:07,1,21,2,0,100.0
535,Anton Lundell\lundean01,20,FLA,C,52,14,24,38,30,16,4.3,13,1,0,3,19,3,2,97,14.4,838,16:07,47,25,293,347,45.8
536,Isac Lundestrom\lundeis01,22,ANA,C,58,13,12,25,2,6,2.5,9,0,4,2,12,0,0,64,20.3,910,15:41,42,27,312,372,45.6
537,Nils Lundkvist\lundkni01,21,NYR,D,25,1,3,4,4,0,1.3,0,1,0,0,2,1,0,32,3.1,348,13:56,15,15,0,0,
538,Eetu Luostarinen\luostee01,23,FLA,C,54,8,9,17,3,10,0.9,7,0,1,4,9,0,0,59,13.6,723,13:23,35,74,236,345,40.6
539,Ilya Lyubushkin\lyubuil01,27,TOT,D,55,0,10,10,-5,28,1.4,0,0,0,0,9,0,1,36,0.0,979,17:48,70,118,0,0,
539,Ilya Lyubushkin\lyubuil01,27,ARI,D,46,0,9,9,-6,26,1.2,0,0,0,0,8,0,1,33,0.0,833,18:06,60,94,0,0,
539,Ilya Lyubushkin\lyubuil01,27,TOR,D,9,0,1,1,1,2,0.3,0,0,0,0,1,0,0,3,0.0,146,16:13,10,24,0,0,
540,Olli Maatta\maattol01,27,LAK,D,44,1,4,5,17,8,2.5,1,0,0,0,4,0,0,48,2.1,801,18:12,68,44,0,0,
541,Matias Maccelli\maccema01,21,ARI,LW,4,1,2,3,2,0,0.4,1,0,0,0,2,0,0,1,100.0,57,14:20,0,1,0,0,
542,Kurtis MacDermid\macdeku01,27,COL,D,43,1,2,3,0,63,0.4,1,0,0,0,2,0,0,35,2.9,308,7:10,18,67,0,0,
543,Jacob MacDonald\macdoja02,28,COL,D,7,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,11,0.0,61,8:43,3,8,0,0,
544,Mackenzie MacEachern\maceama01,27,STL,LW,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,22,10:47,0,1,0,0,
545,Zack MacEwen\macewza01,25,PHI,C,55,1,4,5,-12,75,-0.6,1,0,0,1,4,0,0,53,1.9,518,9:25,23,125,12,13,48.0
546,Ryan MacInnis\macinry01,25,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,10,10:00,0,0,0,0,
547,Nathan MacKinnon\mackina01,26,COL,C,44,19,41,60,12,23,6.2,14,5,0,3,26,15,0,216,8.8,927,21:05,33,40,242,288,45.7
548,Josh Mahura\mahurjo01,23,ANA,D,24,1,3,4,-6,4,0.5,1,0,0,0,3,0,0,17,5.9,324,13:31,37,43,0,0,
549,Cale Makar\makarca01,23,COL,D,55,21,44,65,35,12,11.1,16,5,0,5,26,18,0,166,12.7,1390,25:16,68,68,0,0,
550,Beck Malenstyn\malenbe01,23,WSH,LW,12,1,0,1,2,9,0.1,1,0,0,0,0,0,0,10,10.0,109,9:03,7,34,1,6,14.3
551,Evgeni Malkin\malkiev01,35,PIT,C,23,10,14,24,-4,10,2.5,4,6,0,2,7,7,0,67,14.9,412,17:54,7,12,94,118,44.3
552,Brad Malone\malonbr01,32,EDM,C,4,1,1,2,0,0,0.2,1,0,0,0,1,0,0,6,16.7,37,9:15,0,13,7,5,58.3
553,Mikhail Maltsev\maltsmi01,23,COL,LW,18,0,0,0,-5,2,-0.5,0,0,0,0,0,0,0,23,0.0,145,8:04,2,31,44,32,57.9
554,Maxim Mamin\maminma01,27,FLA,C,27,5,5,10,10,9,1.1,5,0,0,0,5,0,0,33,15.2,327,12:07,12,36,0,0,
555,Andrew Mangiapane\mangian01,25,CGY,LW,57,29,14,43,18,26,6.2,20,7,2,7,11,2,1,138,21.0,909,15:57,23,51,20,22,47.6
556,Josh Manson\mansojo01,30,ANA,D,43,3,4,7,0,49,2.1,3,0,0,0,4,0,0,56,5.4,848,19:44,44,112,0,0,
557,Anthony Mantha\manthan01,27,WSH,RW,15,3,5,8,1,4,0.8,3,0,0,0,3,2,0,29,10.3,217,14:27,10,11,0,0,
558,Brad Marchand\marchbr03,33,BOS,LW,47,23,34,57,5,69,6.6,15,6,2,4,16,18,0,153,15.0,906,19:17,15,55,6,12,33.3
559,Jonathan Marchessault\audymjo01,31,VEG,C,54,24,21,45,-2,16,5.2,19,5,0,3,12,9,0,184,13.0,930,17:13,12,37,33,43,43.4
560,Mason Marchment\marchma01,26,FLA,F,33,13,21,34,29,29,4.6,12,1,0,1,20,1,0,65,20.0,448,13:34,5,69,5,22,18.5
561,John Marino\marinjo01,24,PIT,D,59,1,17,18,-7,21,2.6,1,0,0,0,14,2,1,64,1.6,1227,20:48,62,63,0,0,
562,Mitch Marner\marnemi01,24,TOR,RW,49,23,39,62,14,10,6.9,16,5,2,5,28,10,1,145,15.9,1016,20:45,22,32,4,4,50.0
563,Cooper Marody\marodco01,25,EDM,C,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,6,6:04,0,0,0,0,
564,Pat Maroon\maroopa01,33,TBL,LW,56,9,11,20,13,77,2.0,6,3,0,0,9,2,0,77,11.7,721,12:53,6,107,11,13,45.8
565,Matt Martin\martima02,32,NYI,LW,45,2,2,4,-1,44,-0.2,2,0,0,0,2,0,0,46,4.3,522,11:36,18,158,6,6,50.0
566,Alec Martinez\martial01,34,VEG,D,11,0,3,3,3,4,0.7,0,0,0,0,3,0,0,11,0.0,220,19:59,33,9,0,0,
567,Jordan Martinook\martijo01,29,CAR,LW,41,2,7,9,1,12,0.4,2,0,0,0,7,0,0,45,4.4,450,10:59,9,55,9,12,42.9
568,Mike Matheson\mathemi01,27,PIT,D,51,8,14,22,7,16,4.4,8,0,0,5,13,1,0,88,9.1,936,18:21,51,68,0,0,
569,Stefan Matteau\mattest02,27,COL,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,4,3:39,0,0,0,0,
570,Auston Matthews\matthau01,24,TOR,C,55,44,32,76,12,10,10.0,31,13,0,6,22,10,0,248,17.7,1125,20:27,42,46,521,380,57.8
571,Scott Mayfield\mayfisc01,29,NYI,D,55,2,13,15,-4,53,2.9,2,0,0,1,12,0,1,72,2.8,1092,19:51,95,70,0,0,
572,Gerald Mayhew\mayhege01,29,PHI,F,22,6,0,6,-5,10,0.6,5,1,0,0,0,0,0,31,19.4,269,12:13,13,33,2,3,40.0
573,Dysin Mayo\mayody01,25,ARI,D,48,4,6,10,-2,17,2.1,4,0,0,0,6,0,0,59,6.8,992,20:40,95,81,0,0,
574,Charlie McAvoy\mcavoch01,24,BOS,D,55,7,29,36,11,48,6.6,3,4,0,3,17,12,0,109,6.4,1356,24:39,88,106,0,0,
575,Jake McCabe\mccabja01,28,CHI,D,52,3,9,12,-21,21,1.3,3,0,0,0,9,0,0,51,5.9,1038,19:58,116,117,0,0,
576,Jared McCann\mccanja01,25,SEA,C,52,22,12,34,-22,12,3.5,15,7,0,1,7,5,0,140,15.7,841,16:10,18,51,197,236,45.5
577,Michael McCarron\mccarmi01,26,NSH,RW,34,4,5,9,8,60,1.0,4,0,0,1,4,1,0,35,11.4,334,9:49,22,82,95,94,50.3
578,Ben McCartney\mccarbe02,20,ARI,F,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,2,0.0,28,14:03,0,7,0,1,0.0
579,Max McCormick\mccorma01,29,SEA,LW,10,0,0,0,1,10,-0.1,0,0,0,0,0,0,0,8,0.0,81,8:06,3,11,2,2,50.0
580,Connor McDavid\mcdavco01,25,EDM,C,57,30,51,81,11,35,9.0,23,7,0,4,26,25,0,221,13.6,1282,22:29,20,54,382,331,53.6
581,Ryan McDonagh\mcdonry01,32,TBL,D,54,3,18,21,10,12,3.9,3,0,0,0,17,1,0,70,4.3,1240,22:58,105,71,0,1,0.0
582,Brock McGinn\mcginbr01,27,PIT,LW,56,11,7,18,-1,10,1.4,11,0,0,2,7,0,0,91,12.1,842,15:02,44,85,15,28,34.9
583,Greg McKegg\mckeggr01,29,NYR,C,34,1,3,4,-8,4,-0.4,1,0,0,0,2,0,1,19,5.3,379,11:08,20,43,59,67,46.8
584,Michael McLeod\mcleomi01,23,NJD,C,54,6,9,15,-7,37,0.5,6,0,0,0,8,0,1,61,9.8,781,14:27,24,104,475,352,57.4
